"id";"NIT";"pyme";"ind-sep";"nombre";"CIIU";"constitucion";"estado";"direccionjud";"deptojud";"ciudadjud";"direccion";"depto";"ciudad";"pais";"telefono";"celular";"email";"matricula";"dommatriz";"paismatriz";"revisor";"conceptorev"
17637;"900628302";1;1;"PROYECTOS GOLDEN S.A.S";"4111";"20/06/2013";"ACTIVA";"CL 25A 39 13";"VALLE";"TULUA-VALLE";"CL 25A 39 13";"VALLE";"TULUA-VALLE";"Colombia";"2345666";"3217696487";"marlynviviro@gmail.com";"76546";"";"";"No";""
17638;"900442057";1;1;"1492I SAS";"8414";"07/06/2011";"EN ETAPA PREOPERATIVA";"CR 38 11 56 ED GAUSS 404";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CR 38 11 56 ED GAUSS 404";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3218115";"3162523499";"juangabrieluribe@hotmail.com";"45042812";"";"";"Si";"03. LIMPIO"
17639;"900575437";1;1;"INVERSIONES SABUCU SAS";"4711";"30/11/2012";"ACTIVA";"CL 4 2E 92 DEPOSITO LA CEIBA";"NORTE DE SANTANDER";"CUCUTA-NORTE DE SANTANDER";"CL 4 2E 92 DEPOSITO LA CEIBA";"NORTE DE SANTANDER";"CUCUTA-NORTE DE SANTANDER";"Colombia";"5753842";"3108065818";"lacanastacucuta@hotmail.com";"240228";"";"";"Si";""
17640;"900532873";1;1;"OCAMPI Y CIA. S.C.A. CIVIL";"6810";"11/12/2012";"ACTIVA";"anamariaocampou@gmail.com";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Carrera 43 f 16 a";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"5209280";"3216482695";"contabilidadzulpi@gmail.com";"21-470076-07";"";"";"Si";"03. LIMPIO"
17641;"900685164";1;1;"COMERCIALIZADORA EL GOLAZO SAS";"4759";"20/12/2013";"ACTIVA";"AV PEDRO DE HEREDIA, CL 30 N 27A-71";"BOLIVAR";"CARTAGENA-BOLIVAR";"AV PEDRO DE HEREDIA CL 30 N 27A-71";"BOLIVAR";"CARTAGENA-BOLIVAR";"Colombia";"6421949";"3103244449";"elgolazopaisa@hotmail.com";"09-323276-12";"";"";"Si";"03. LIMPIO"
17642;"900170806";1;1;"RETIROS DE INVIERNO SAS";"6820";"28/08/2007";"ACTIVA";"CR 44  16 SUR 167";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CR 44 16 SUR 167";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3137915";"3218606727";"bibiana.molina@hacocinas.com";"2138584312";"";"";"Si";"03. LIMPIO"
17643;"901250857";1;1;"GRUPO EMPRESARIAL AGROTEX IN SAS";"6810";"27/12/2018";"ACTIVA";"CRA 64A 4G 56 P 3 Y P4 ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 64A  4G 56 P 3 P 4";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6055230";"3102936770";"gerenciasnayder@hotmail.com";"3061125";"";"";"Si";"03. LIMPIO"
17644;"900214236";1;1;"DISTRIBUCIONES INSTITUCIONALES DE COLOMBIA LTDA";"4690";"25/04/2008";"ACTIVA";"CRA 57  71 43";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 57  71 43";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"3112407";"3138800359";"disincltda@hotmail.com";"1796867";"";"";"Si";"03. LIMPIO"
17645;"900378998";1;1;"CENTRO DE DIAGNOSTICO AUTOMOTOR DEL CAFE S.A.";"7120";"26/08/2010";"ACTIVA";"KM 6 VIA PEREIRA ARMENIA";"RISARALDA";"PEREIRA-RISARALDA";"KM 6 VIA PEREIRA ARMENIA ";"RISARALDA";"PEREIRA-RISARALDA";"Colombia";"3164663";"3127773519";"cdadelcafe@hotmail.com ";"17261904";"";"";"Si";"03. LIMPIO"
17646;"900159377";1;1;"DIEGO ISERRANO &  CIA  S EN C";"7020";"13/06/2007";"ACTIVA";"ak 97 No 24c 80";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AK97 No 24C80";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4252600";"3115134657";"wilson.gonzalez@repremundo.com.co";"1715881";"";"";"No";""
17647;"805018755";1;1;"IMAD SAS";"2511";"24/11/2000";"ACTIVA";"CRA 15 31 33";"VALLE";"CALI-VALLE";"CRA 15 31 33";"VALLE";"CALI-VALLE";"Colombia";"3727262";"3003555872";"contabilidad2@imad.com.co";"54960916";"";"";"Si";""
17648;"800165388";1;1;"CONSTRUCCIONES CHICAMOCHA LTDA";"4111";"20/05/1992";"ACTIVA";"OK 58 N 138 65 TO 2 APTO 1604";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AK 58 N 138 65 TO 2 APTO 1604";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7454319";"3118598102";"nubiafagua@chicamocha.co";"502674";"";"";"Si";"03. LIMPIO"
17649;"901030573";1;1;"ARISTIZABAL & ARISTIZABAL S.A.S.";"4631";"24/11/2016";"ACTIVA";"SURABASTOS BLOQUE A LOCAL 119";"HUILA";"NEIVA-HUILA";"SURABASTOS BLOQUE A LOCAL 119";"HUILA";"NEIVA-HUILA";"Colombia";"8703678";"3173658620";"distribucionesaristi@hotmail.com";"289674";"";"";"Si";"04. NEGATIVO"
17650;"811045069";1;1;"ADN SOFTWARE S.A.S";"6201";"05/05/2004";"ACTIVA";"Calle 32F # 81 - 32";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Calle 32F # 81 - 38";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4485030";"3176466748";"contacto@adnsoftware.com.co";"21-524426-12";"";"";"No";""
17651;"900702761";1;1;"CONSTRUCTORA MORA ZAPATA INGENIERIA CIVIL SAS EN REORGANIZACION ";"4112";"30/12/2013";"ACUERDO DE REORGANIZACION";"CR 48 25AA  SUR 70 OFC 309";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"CR 48 25AA  SUR 70 OFC 309";"ANTIOQUIA";"ENVIGADO-ANTIOQUIA";"Colombia";"3312997";"3113411443";"JORGEMORA@UNE.NET.CO";"2149983412";"";"";"No";""
17652;"900412062";1;1;"DISTRILLANTAS R.E. S.A.S.";"4541";"26/01/2011";"ACTIVA";"CL 17 CR 11 ESQ BRR CENTRO";"CAQUETA";"FLORENCIA-CAQUETA";"CL 17 CR 11 ESQ BRR CENTRO";"CAQUETA";"FLORENCIA-CAQUETA";"Colombia";"4352977";"3125852076";"distrillantas.gustavo@gmail.com";"76174";"";"";"Si";"03. LIMPIO"
17653;"900354571";1;1;"KARIOKO S.A.S.";"0145";"29/04/2010";"ACTIVA";" Cl 18 11 103 ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";" Cl 18 11 103";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"8718359";"3106193277";" ventas@karioco.com ";"1986898";"";"";"Si";"03. LIMPIO"
17654;"816001215";1;1;"ASSERVI S.A.S.";"8129";"01/03/1996";"ACTIVA";"CALLE 11 NO. 24-198 BARRIO LOS ALAMOS";"RISARALDA";"PEREIRA-RISARALDA";"CALLE 11 NO. 24-198 BARRIO LOS ALAMOS";"RISARALDA";"PEREIRA-RISARALDA";"Colombia";"3247043";"3164739216";"financiera@asservi.com";"8983903";"";"";"Si";"03. LIMPIO"
17655;"901128687";1;1;"WV HOTELS S.A.S.";"5511";"19/10/2017";"ACTIVA";"CARRERA 1C No 24 04";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"CARRERA 1A No 24 04";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"Colombia";"4368270";"3116733300";"fawcett@fawcett.com.co";"195428";"";"";"Si";""
17656;"900332528";1;1;"PRODUCTO DE MAIZ DOÑA ALEJAS SAS";"1081";"15/12/2009";"ACTIVA";"CALLE 9 No. 32 29";"VALLE";"YUMBO-VALLE";"CALLE 9 No 32  29";"VALLE";"YUMBO-VALLE";"Colombia";"6542282";"3104133257";"contabledonaaleja@gmail.com";"780843-16";"";"";"Si";"03. LIMPIO"
17657;"900203655";1;1;"AZULVAN S.A.S.  ";"6619";"26/12/2007";"ACTIVA";"CRA 13 60 86 OF 304";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 13 60 86 OF 304";"BOGOTA D.C.";"CHAPINERO-BOGOTA D.C.";"Colombia";"3102634";"3108147767";"cleiva@aconta.com";"1778458";"";"";"Si";"03. LIMPIO"
17658;"860008313";1;1;"luque ospina y cia sasLUQUE OSPINA Y CIA SAS";"6820";"03/04/1964";"ACTIVA";"CR 9 77 67 OF 1004";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 9 77 67 OF 1004";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"3210067";"3115069581";"gerencia@luqueospina.com";"11000";"";"";"Si";"03. LIMPIO"
17659;"811039640";1;1;"CONSTRUCCIONES TECNICAS SAS";"4290";"11/06/2003";"ACTIVA";"CRA 56 B 49 A 29 OF 1007";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CRA 56 B 49 A 29";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4800390";"3122956292";"CONTECSAS@UNE.NET.CO";"21-314468-12";"";"";"Si";"03. LIMPIO"
17660;"900416440";1;1;"PROMOTORA TERRACINA PLAZA SAS";"4112";"23/02/2011";"ACTIVA";"CR 56 B 49 A 29 OF 1007";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CR 56 B 49  29 OF 1007";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4800390";"3105075764";"PORTICOS@UNE.NET.CO";"21-444010-12";"";"";"Si";"03. LIMPIO"
17661;"900392833";1;1;"TORRE HONDA SAS";"4111";"03/11/2010";"ACTIVA";"CR 56 B 49 A 29 OF 1007";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CR 56 B 49 A 29 OF 1007";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4800390";"3105075764";"TORREHONDASAS@UNE.NET.CO";"21-439140-12";"";"";"Si";"03. LIMPIO"
17662;"830065430";1;1;"REDES E INGENIERIA ELECTRICA LTDA";"7110";"10/11/1999";"ACTIVA";"CRA 53 A 128 A 40";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 53 A 128 A 40";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4733620";"3142917798";"redingelltda@hotmail.com";"CRA 53 A 128 A 40";"";"";"Si";"03. LIMPIO"
17663;"900247976";1;1;"FERMOLPLAST LTDA";"2229";"21/10/2008";"ACTIVA";"CL 4 C 53 C 41";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 4 C 53 C 41";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4782943";"3138159986";"fermolplastltda@hotmail.com";"1847071";"";"";"Si";"03. LIMPIO"
17664;"806006113";1;1;"DISTRIBUCIONES UNIVERSAL SAS";"4631";"15/02/1999";"ACTIVA";"DIAG.22#51A44P3 AV CRISANTO LUQUE";"BOLIVAR";"CARTAGENA-BOLIVAR";"DIAG.22#51A44P3 AV CRISANTO LUQUE";"BOLIVAR";"CARTAGENA-BOLIVAR";"Colombia";"6694000";"3014752539";"contabilidad@disuniversal.com";"09-138337-12";"";"";"Si";"03. LIMPIO"
17665;"890929006";1;1;"AGRYUPACION AGRICOLA Y GANADERA SAS GANANCIAL";"6810";"18/06/1982";"ACTIVA";"CR 38 10 36 P 4";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CR 38 10 36 P 4";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"3128431";"3122897153";"agroganadera@une.net.co";"212-20468-4";"";"";"Si";"03. LIMPIO"
17666;"800017766";1;1;"PINTU SPECIAL SAS ";"4663";"15/10/1987";"ACTIVA";"CL 15  21 26 ";"VALLE";"CALI-VALLE";"CL 15  21  26 ";"VALLE";"CALI-VALLE";"Colombia";"8851562";"3174419177";"pintuspecial@hotmail.com ";"203825-16";"";"";"Si";"03. LIMPIO"
17667;"900379524";1;1;"GRUPO EMPRESARIAL SANTA JOSEFA SAS";"4620";"09/08/2010";"ACTIVA";"CRA 18B 137B 38";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 18B 137B 38";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"1111111";"3183503270";"duvan.guzman@gesefa.com";"2015154";"";"";"Si";"03. LIMPIO"
17668;"900735473";1;1;"SERVICIOS INTEGRALES DE MANTENIMIENTO AUTOMOTRIZ SAS";"4520";"27/05/2014";"ACUERDO DE REORGANIZACION";"CL 49 B 68 114";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CL 49 B 68 114";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"5407270";"3054596223";"gerencia@simasas.com.co";"21-570905-02";"";"";"No";""
17669;"800204353";1;1;"CRESCENDO S.A.S.";"0141";"17/06/1993";"ACTIVA";"CIRC 4 66B 24";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"CIRC 4 66B 24";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"4449442";"3012120282";"contabilidad@custodiar-sa.com";"21-218926-12";"";"";"Si";"03. LIMPIO"
17670;"802005634";1;1;"TECNOSEMILLAS LTDA";"0161";"23/07/1997";"ACTIVA";"CL 59 No 43 - 50 LO 9";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CL 59 No 43 - 50 LO 9";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3511765";"3014387832";"contabilidad@tecnosemillasltda.com";"239401";"";"";"Si";"03. LIMPIO"
17671;"900979935";1;1;"TORRALTA INVERSIONES SAS";"6810";"25/05/2016";"ACTIVA";"CRA 24 N 28A- 10- CONJ LA PERA CASA 36 FLORIDABLANCA";"SANTANDER";"FLORIDABLANCA-SANTANDER";"CRA 24  N 28A - 10 CONJUNTO LA PERA CASAS 36";"SANTANDER";"FLORIDABLANCA-SANTANDER";"Colombia";"6058022";"3052292325";"administrativo@torraltainversiones.com";"05-349323-16";"";"";"Si";""
17672;"830512772";1;1;"SIKUANY LTDA";"4773";"31/12/2004";"ACTIVA";"CR 41 26 C 35 BRR SIETE DE AGOSTO";"META";"VILLAVICENCIO-META";"CR 41 26 C 35 BRR SIETE DE AGOSTO ";"META";"VILLAVICENCIO-META";"Colombia";"6611620";"3112086429";"CONTABILIDAD@SIKUANYLTDA.COM.CO";"120987";"";"";"Si";"03. LIMPIO"
17673;"900314828";1;1;"PROYECTO E INVERSIONES SAN JOSE PLASA S.A.S.";"5511";"16/09/2009";"ACTIVA";"KRA 17C NO. 55-40";"SANTANDER";"BUCARAMANGA-SANTANDER";"KRA 17C NO. 55-40";"SANTANDER";"BUCARAMANGA-SANTANDER";"Colombia";"6445500";"3125905665";"gerencia@hotelsanjoseplaza.com";"05-175297";"";"";"No";""
17674;"800159598";1;1;"ENTRE RIOS S.A.S.";"4631";"16/03/1992";"ACTIVA";"MERCASA GALPON 5 BODEGA 4";"RISARALDA";"PEREIRA-RISARALDA";"MERCASA GALPON 5 BODEGA 4";"RISARALDA";"PEREIRA-RISARALDA";"Colombia";"3204252";"3155613422";"entreriossas@hotmail.com";"7781603";"";"";"Si";"03. LIMPIO"
17675;"830021997";1;1;"CHEMICAL GROUP DE COLOMBIA SAS";"4690";"25/06/1996";"ACTIVA";"CR 78 A 131 91 OF 401 TORRE 1";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CR 78 A 131 91 OF 401 TORRE 1";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2263064";"3102931793";"mariobreton@chemicalgrp.com";"724704";"";"";"Si";"03. LIMPIO"
17676;"900352227";1;1;"CONSTRUCTORA KAIROS SAS";"4111";"10/04/2010";"ACTIVA";"CALLE 52 No. 17 - 22 ";"BOGOTA D.C.";"TEUSAQUILLO-BOGOTA D.C.";"CALLE 52 No. 17 - 22 ";"BOGOTA D.C.";"TEUSAQUILLO-BOGOTA D.C.";"Colombia";"6952587";"3203162664";"administracion@constructorakairos.co";"1983197";"";"";"No";""
17677;"900229730";1;1;"INVERSIONES Y CONSTRUCIONES KINERET";"4111";"08/06/2008";"ACTIVA";"CAL E 44 3407 ";"META";"VILLAVICENCIO-META";"CLLE 44 34 07";"META";"VILLAVICENCIO-META";"Colombia";"7266542";"3213545559";"I.i.ckineret@gmail.com";"172259";"";"";"No";""
17678;"900341859";1;1;"NUTRISTAR SAS";"4620";"23/02/2010";"ACTIVA";"AV. CR 80 2 51 BGA 79 LC 3";"BOGOTA D.C.";"KENNEDY-BOGOTA D.C.";"AV. CR 80 2 51 BG 79 LC3";"BOGOTA D.C.";"KENNEDY-BOGOTA D.C.";"Colombia";"4530673";"3143119278";"jerez76@yahoo.com";"196768";"";"";"Si";"02. CON SALVEDAD"
17679;"900368599";1;1;"COMERCIALIZADORA HERREROS S.A.S.";"1521";"04/06/2010";"ACTIVA";"CL 17 SUR 24 B 36";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 17 SUR 24 B 36";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"4072733";"3108602231";"CALZADOHERREROS1@yahoo.com.co";"2007232";"";"";"Si";"03. LIMPIO"
17680;"900800336";1;1;"OPERADORA DE ESTACIONES DE COMBUSTIBLES Y DERIVADOS SAS";"4731";"15/12/2014";"ACTIVA";"CALI-VALLE";"VALLE";"CALI-VALLE";"CL. 36 NORTE NO. 6 A - 65 ED. WORLD TRADE CENTER OF. 2102";"VALLE";"CALI-VALLE";"Colombia";"4852087";"3173699888";"DIRECCIONFINANCIERA@OPECOM.CO";"915990-16";"";"";"Si";"03. LIMPIO"
17681;"900264802";1;1;"SINEFI SAS";"0112";"09/12/2008";"ACTIVA";"av  cra 45 N 95 57";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Av cra 45 N 95 57";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2940252";"3162261688";"ladatu@hotmail.com";"1261413";"";"";"Si";"03. LIMPIO"
17682;"900065963";1;1;"INVERSIONES PAVA LOPEZ Y CIA SCA";"6810";"13/01/2006";"ACTIVA";"CR 125B 16A 81 CASA 05";"VALLE";"CALI-VALLE";"CR 7 14 33";"VALLE";"CALI-VALLE";"Colombia";"4855707";"3147942490";"ALFREDOPAVA@GMAIL.COM";"675940-7";"";"";"Si";"03. LIMPIO"
17683;"822004453";1;1;"INGENIEROS CONTRATISTAS DE COLOMBIA SAS";"4290";"15/06/2001";"ACTIVA";"CR 7 156 10 OFC 2401";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"CR 7 156 10 OFC 2401";"BOGOTA D.C.";"USAQUEN-BOGOTA D.C.";"Colombia";"7433299";"3212158570";"osaca123@hotmail.com";"2281334";"";"";"Si";"02. CON SALVEDAD"
17684;"806014706";1;1;"SOCIEDAD PORTUARIA REGIONAL DE MAGANGUE SAS";"5021";"09/09/2002";"ACUERDO DE REORGANIZACION";" CR 3 N 17 - 10 ";"BOLIVAR";"MAGANGUE-BOLIVAR";" CR 3 N 17 - 10 ";"BOLIVAR";"MAGANGUE-BOLIVAR";"Colombia";"6877307";"3017329334";"SPRMAGANGUE@HOTMAIL.COM";"17053";"";"";"Si";"03. LIMPIO"
17685;"900282338";1;1;"CONFECCIONES TEXTILMAR SAS EN REORGANIZACION";"4642";"17/04/2009";"ACUERDO DE REORGANIZACION";"CRA 30 11 17 PISO 5";"BOGOTA D.C.";"BOSA-BOGOTA D.C.";"CRA 30 11 17 PISO 5";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2775604";"3015114129";"confeccionestextilmar@outlook.es";"1893624";"";"";"No";""
17686;"900480458";1;1;"INVERSIONES BELLUM SAS";"6810";"14/10/2011";"ACTIVA";"CL 39 No. 24-45";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 39 No. 24-45";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2088080";"3186264915";"contador.bellum@bellum.com.co";"2161203";"";"";"Si";"03. LIMPIO"
17687;"900623515";1;1;"HOTEL MACAO COLOMBIA SAS";"5511";"09/05/2013";"ACTIVA";"AV LA ESPERANZA 44 A 21";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AV LA ESPERANZA 44 A 21";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7468075";"3175176847";"conttralor@hotelmacaocolombia.com";"2328441";"";"";"Si";"03. LIMPIO"
17688;"900665715";1;1;"WASHINGTON PLAZA HOTEL SAS";"5511";"16/10/2012";"ACTIVA";"CR 53 79 221";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"CR 53 79 221";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3199800";"3008241096";"contabilidad@washingtonplaza.co";"557480";"";"";"No";""
17689;"800197560";1;1;"GINECOLOGOS ASOCIADOS LIMITDA";"8621";"27/05/1993";"ACTIVA";"CALLE 22 21-16 P2";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"CALLE 22-21-16";"MAGDALENA";"SANTA-MARTA-MAGDALENA";"Colombia";"4201088";"3183775750";"leoacostafontalvo@hotmail.com";"30343";"";"";"No";""
17690;"900771098";1;1;"IDEAS Y CONCRETOS S.A.S.";"4112";"17/09/2014";"ACTIVA";"CL 133 19-59 APTO 1205";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 49 55A 42";"ANTIOQUIA";"MEDELLIN-ANTIOQUIA";"Colombia";"8102568";"3103120083";"escandonarmi@gmail.com";"21-520702-12";"";"";"No";""
17691;"900548467";1;1;"TADA INVERSIONES SAS";"6910";"22/08/2012";"ACTIVA";"CALLE 79 A  7A  66 AP 502";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CALLE 79A 7A  66 AP 502";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2043642";"3006156022";"CAROGOMEZVILLEGAS@GMAIL.COM";"2246829";"";"";"Si";"03. LIMPIO"
17692;"890702902";1;1;"ELIAS ACOSTA Y CIA S.A.S ";"1051";"14/02/1977";"ACTIVA";"C1051 - Elaboración de productos de molinería";"TOLIMA";"IBAGUE-TOLIMA";"CRA 2 N. 14-33";"TOLIMA";"IBAGUE-TOLIMA";"Colombia";"2630700";"3178946920";"secregerencia@eliasacostaycia.com.co";"17642";"";"";"Si";"03. LIMPIO"
17693;"830057993";1;1;"PROAGROMIX SAS";"4620";"13/05/1999";"ACTIVA";"AV SUBA 115 58 TOC OFICINA 301";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AV SUBA 115-58 TOC OFICINA 301";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6248049";"3115146805";"PROAGROMIX@GMAIL.COM";"940926";"";"";"Si";"03. LIMPIO"
17694;"900313028";1;1;"VAMPI SAS";"4290";"17/09/2009";"ACTIVA";"CR 25 3 67 BL A1 AP 201";"BOYACA";"DUITAMA-BOYACA";"CR 25 3 67 BL A1 AP 201";"BOYACA";"DUITAMA-BOYACA";"Colombia";"7618341";"3103340395";"vampi.sas@gmail.com";"59157";"";"";"Si";"03. LIMPIO"
17695;"900150640";1;1;"ELITE LOGISTICA Y RENDIMIENTO SAS";"4923";"17/05/2007";"ACTIVA";"AV CALLE 24 96 10 ";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AV CALLE 24 96 10";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7454580";"3183349695";"REVISORFISCAL@ELITELOGISTICA.COM";"1704196";"";"";"Si";"03. LIMPIO"
17696;"800020943";1;1;"D & B CODNSTRUCCIONES S. A.";"4111";"26/12/2001";"ACTIVA";"CL 73 7 50 OG 303";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CL 73 7 50 OF 303";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2350012";"3143235508";"CONTABILIDADDYB@YAHOO.ES";"312494";"";"";"Si";"03. LIMPIO"
17697;"900065277";1;1;"IEXPOR SAS";"4641";"28/12/2005";"ACTIVA";"Cra 71 No 3-588 local 7 y 8 parque Industrial Galapark ";"ATLANTICO";"GALAPA-ATLANTICO";"Cra 71 No 3-588 Local 7 y 8 Parque Industrial Galapark ";"ATLANTICO";"GALAPA-ATLANTICO";"Colombia";"0";"3006798461";"iexporsas@iexporsas.com ";"692.271";"";"";"Si";"03. LIMPIO"
17698;"830506826";1;1;"SUPERCARNICOS INVERSIONES Y CONSTRUCCIONES SA";"6810";"01/10/2004";"EN ETAPA PREOPERATIVA";"AK 7 127 48 PI 6 OF 601";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"AK 7 127 48 PI 6 OF 601";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"6055506";"3162363108";"asesoriasgp156@hotmail.com";"1429907";"";"";"Si";"03. LIMPIO"
17699;"830011553";1;1;"COMERCIALIZADORA RUBENS LTDA";"4663";"13/10/1995";"ACTIVA";"CLL 21 1A 45";"CUNDINAMARCA";"FUNZA-CUNDINAMARCA";"CLL 21 1 A 45";"CUNDINAMARCA";"FUNZA-CUNDINAMARCA";"Colombia";"8215757";"3105662200";"rubens@rubensltda.com";"29118";"";"";"Si";"03. LIMPIO"
17700;"805022749";1;1;"WG GRUPO ELECTROGENOS LIMITADA";"3312";"06/03/2002";"ACTIVA";"CR 12 30A 29";"VALLE";"CALI-VALLE";"CR 12 30A 29";"VALLE";"CALI-VALLE";"Colombia";"4022398";"3187354898";"administracion@wggrupoelectrogenos.com";"580122-3";"";"";"Si";"03. LIMPIO"
17701;"800138743";1;1;"CONFECCIONES AMAPOLA SAS EN REORGANIZACION";"1410";"16/08/1991";"ACUERDO DE REORGANIZACION";"CRA 30 11 17 PISO 5";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 30 11 17 PISO 5";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"2375014";"3158936858";"confeccionesamapola@gmail.com";"2802684";"";"";"Si";"03. LIMPIO"
17702;"900338120";1;1;"TITAN EQUITY SUCURSAL COLOMBIA";"6820";"02/02/2010";"ACTIVA";"CRA 4 # 72 35 OFC 501";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"CRA 4 # 72 35 OFC  501";"BOGOTA D.C.";"BOGOTA-D.C.-BOGOTA D.C.";"Colombia";"7508066";"3105800272";"jfaskha@gmail.com";"1960827";"PANAMA";"580 - PANAMA";"Si";"03. LIMPIO"
17703;"830509276";1;1;"TRANSPORTE INGENIERIA CONSTRUCCIONES Y MAQUINARIA S..A TICOM.S.A";"4290";"13/07/2004";"ACTIVA";"METROPARQUE BODEGA M1-22";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"METROPARQUE BODEGA M1-22";"ATLANTICO";"BARRANQUILLA-ATLANTICO";"Colombia";"3288603";"3176433683";"JOSEVECINO@TICOM.CO";"384194";"";"";"Si";"03. LIMPIO"
